0,1,2,3,4,5,6,7,8,9,10
whole milk,baking powder,newspapers,,,,,,,,
frozen vegetables,whole milk,,,,,,,,,
butter milk,candles,pot plants,,,,,,,,
curd,chocolate,,,,,,,,,
pastry,beverages,,,,,,,,,
beverages,beverages,hamburger meat,frankfurter,soda,root vegetables,butter,cream cheese,butter,,
pip fruit,domestic eggs,,,,,,,,,
shopping bags,whole milk,cling film/bags,bottled beer,newspapers,,,,,,
pastry,photo/film,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
citrus fruit,canned fish,,,,,,,,,
bathroom cleaner,popcorn,,,,,,,,,
coffee,soda,,,,,,,,,
beverages,soda,curd,liquor,whole milk,margarine,flour,,,,
chicken,curd,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
root vegetables,yogurt,sparkling wine,,,,,,,,
meat,domestic eggs,,,,,,,,,
other vegetables,bottled water,baking powder,,,,,,,,
other vegetables,newspapers,chewing gum,dessert,,,,,,,
hamburger meat,yogurt,,,,,,,,,
root vegetables,curd,,,,,,,,,
shopping bags,yogurt,,,,,,,,,
root vegetables,grapes,brandy,pickled vegetables,pastry,,,,,,
pork,root vegetables,,,,,,,,,
rolls/buns,cat food,,,,,,,,,
fruit/vegetable juice,tropical fruit,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
other vegetables,other vegetables,butter,,,,,,,,
tropical fruit,ice cream,,,,,,,,,
whole milk,coffee,,,,,,,,,
frankfurter,ice cream,soda,,,,,,,,
napkins,brown bread,,,,,,,,,
cat food,shopping bags,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,bottled water,coffee,,,,,,,,
onions,frankfurter,cream cheese,oil,,,,,,,
pork,pip fruit,,,,,,,,,
packaged fruit/vegetables,rolls/buns,,,,,,,,,
pip fruit,cake bar,,,,,,,,,
tropical fruit,waffles,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
canned beer,rolls/buns,rolls/buns,,,,,,,,
soda,soda,,,,,,,,,
bottled water,frozen potato products,,,,,,,,,
citrus fruit,other vegetables,frozen vegetables,waffles,,,,,,,
citrus fruit,whole milk,,,,,,,,,
pip fruit,butter,,,,,,,,,
yogurt,long life bakery product,,,,,,,,,
yogurt,chewing gum,shopping bags,,,,,,,,
pork,UHT-milk,rolls/buns,cleaner,newspapers,,,,,,
canned beer,sausage,other vegetables,rolls/buns,,,,,,,
tropical fruit,syrup,whole milk,,,,,,,,
soda,newspapers,,,,,,,,,
frankfurter,root vegetables,fruit/vegetable juice,margarine,,,,,,,
curd,red/blush wine,,,,,,,,,
berries,whole milk,other vegetables,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
dog food,sausage,dessert,shopping bags,,,,,,,
pork,mayonnaise,,,,,,,,,
rolls/buns,domestic eggs,napkins,,,,,,,,
soft cheese,pork,white bread,fruit/vegetable juice,,,,,,,
sausage,other vegetables,,,,,,,,,
soda,bottled water,seasonal products,,,,,,,,
pork,other vegetables,cream cheese,,,,,,,,
frankfurter,zwieback,other vegetables,liquor,bottled water,,,,,,
coffee,soda,,,,,,,,,
bottled water,waffles,white bread,,,,,,,,
coffee,soda,,,,,,,,,
rolls/buns,long life bakery product,root vegetables,,,,,,,,
whole milk,coffee,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
cleaner,pastry,,,,,,,,,
whipped/sour cream,root vegetables,baking powder,,,,,,,,
specialty fat,red/blush wine,,,,,,,,,
flower (seeds),bottled water,,,,,,,,,
chocolate,sliced cheese,bottled water,oil,,,,,,,
bottled water,other vegetables,,,,,,,,,
bottled beer,ice cream,salty snack,,,,,,,,
pip fruit,white wine,chocolate,,,,,,,,
specialty bar,canned beer,,,,,,,,,
yogurt,whole milk,,,,,,,,,
male cosmetics,curd,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
meat,rolls/buns,,,,,,,,,
soups,whole milk,beef,bottled beer,,,,,,,
butter,ice cream,,,,,,,,,
frankfurter,specialty bar,,,,,,,,,
mayonnaise,frozen vegetables,processed cheese,,,,,,,,
yogurt,detergent,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
brown bread,yogurt,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
chicken,pastry,candles,,,,,,,,
margarine,frozen meals,,,,,,,,,
pastry,liquor (appetizer),sliced cheese,,,,,,,,
whole milk,chocolate,,,,,,,,,
grapes,rolls/buns,,,,,,,,,
shopping bags,rubbing alcohol,,,,,,,,,
frankfurter,misc. beverages,,,,,,,,,
beef,canned beer,,,,,,,,,
cream cheese,yogurt,whipped/sour cream,,,,,,,,
dessert,rolls/buns,,,,,,,,,
sausage,root vegetables,canned beer,rolls/buns,,,,,,,
ham,other vegetables,napkins,,,,,,,,
other vegetables,rolls/buns,brown bread,,,,,,,,
sausage,specialty bar,,,,,,,,,
chewing gum,pot plants,,,,,,,,,
berries,sugar,female sanitary products,dessert,,,,,,,
brown bread,other vegetables,,,,,,,,,
whole milk,sausage,pet care,yogurt,,,,,,,
frankfurter,whole milk,canned fish,yogurt,,,,,,,
beef,pip fruit,,,,,,,,,
specialty bar,misc. beverages,,,,,,,,,
bottled water,napkins,fruit/vegetable juice,hard cheese,,,,,,,
whipped/sour cream,soda,white bread,snack products,,,,,,,
yogurt,whole milk,yogurt,chewing gum,,,,,,,
yogurt,newspapers,,,,,,,,,
pork,yogurt,coffee,,,,,,,,
bottled beer,napkins,whole milk,,,,,,,,
butter milk,newspapers,,,,,,,,,
curd cheese,other vegetables,herbs,fruit/vegetable juice,zwieback,,,,,,
whole milk,rolls/buns,,,,,,,,,
liver loaf,domestic eggs,,,,,,,,,
onions,long life bakery product,,,,,,,,,
other vegetables,fruit/vegetable juice,white bread,,,,,,,,
soda,rolls/buns,,,,,,,,,
cream cheese,yogurt,sugar,,,,,,,,
rolls/buns,dessert,,,,,,,,,
domestic eggs,softener,,,,,,,,,
canned fish,cling film/bags,,,,,,,,,
sausage,white wine,hygiene articles,,,,,,,,
coffee,other vegetables,candy,whole milk,,,,,,,
specialty bar,margarine,,,,,,,,,
sausage,rolls/buns,UHT-milk,onions,,,,,,,
meat,ham,male cosmetics,,,,,,,,
chicken,butter,,,,,,,,,
sausage,bottled water,,,,,,,,,
sausage,dog food,bottled beer,bottled water,,,,,,,
brown bread,domestic eggs,,,,,,,,,
photo/film,whole milk,shopping bags,,,,,,,,
pork,bottled water,bottled water,,,,,,,,
kitchen towels,rolls/buns,,,,,,,,,
turkey,fruit/vegetable juice,domestic eggs,,,,,,,,
soda,UHT-milk,dessert,napkins,,,,,,,
other vegetables,white bread,whole milk,,,,,,,,
canned beer,yogurt,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
tropical fruit,yogurt,pip fruit,yogurt,yogurt,,,,,,
domestic eggs,brown bread,specialty chocolate,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
other vegetables,pip fruit,dessert,red/blush wine,,,,,,,
sausage,whole milk,,,,,,,,,
specialty chocolate,pastry,,,,,,,,,
fruit/vegetable juice,cream cheese,,,,,,,,,
brown bread,canned beer,,,,,,,,,
whole milk,sugar,,,,,,,,,
coffee,tropical fruit,,,,,,,,,
root vegetables,kitchen towels,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
frozen meals,napkins,,,,,,,,,
root vegetables,soda,coffee,,,,,,,,
dessert,flower (seeds),,,,,,,,,
chicken,rolls/buns,other vegetables,margarine,,,,,,,
rolls/buns,pet care,,,,,,,,,
other vegetables,whole milk,soda,oil,pastry,fruit/vegetable juice,newspapers,,,,
UHT-milk,pastry,,,,,,,,,
tropical fruit,oil,,,,,,,,,
yogurt,canned beer,,,,,,,,,
tropical fruit,other vegetables,frozen meals,pastry,,,,,,,
photo/film,bottled beer,,,,,,,,,
sausage,bottled water,,,,,,,,,
beef,pastry,whole milk,,,,,,,,
coffee,soda,frozen vegetables,,,,,,,,
meat,root vegetables,,,,,,,,,
canned beer,dishes,,,,,,,,,
beverages,tropical fruit,ham,flour,,,,,,,
frankfurter,whole milk,,,,,,,,,
other vegetables,curd,,,,,,,,,
soda,whole milk,,,,,,,,,
specialty bar,semi-finished bread,,,,,,,,,
meat,fish,meat spreads,abrasive cleaner,margarine,,,,,,
meat,root vegetables,,,,,,,,,
liver loaf,frozen meals,yogurt,domestic eggs,flower (seeds),coffee,,,,,
ham,brown bread,,,,,,,,,
yogurt,chewing gum,whipped/sour cream,shopping bags,,,,,,,
whole milk,rolls/buns,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
rolls/buns,candy,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
tea,soda,,,,,,,,,
hard cheese,white wine,,,,,,,,,
soda,newspapers,,,,,,,,,
whole milk,yogurt,,,,,,,,,
whole milk,citrus fruit,butter milk,specialty bar,,,,,,,
yogurt,rolls/buns,,,,,,,,,
other vegetables,other vegetables,other vegetables,hamburger meat,soda,soft cheese,waffles,,,,
chewing gum,newspapers,candy,,,,,,,,
pip fruit,bottled water,,,,,,,,,
tropical fruit,canned beer,hygiene articles,,,,,,,,
pastry,processed cheese,,,,,,,,,
rolls/buns,pip fruit,rolls/buns,rolls/buns,,,,,,,
soda,bottled water,,,,,,,,,
detergent,whole milk,,,,,,,,,
bottled water,yogurt,,,,,,,,,
yogurt,butter,cling film/bags,fruit/vegetable juice,,,,,,,
sausage,berries,soda,yogurt,,,,,,,
soda,whole milk,,,,,,,,,
herbs,canned beer,,,,,,,,,
whole milk,whole milk,,,,,,,,,
hamburger meat,pork,yogurt,flour,,,,,,,
other vegetables,sausage,tropical fruit,whipped/sour cream,salty snack,oil,,,,,
soda,beverages,fruit/vegetable juice,,,,,,,,
tropical fruit,soda,,,,,,,,,
liver loaf,margarine,cat food,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
sausage,soda,butter,,,,,,,,
spread cheese,yogurt,frozen vegetables,,,,,,,,
other vegetables,brown bread,,,,,,,,,
ham,other vegetables,,,,,,,,,
citrus fruit,white bread,,,,,,,,,
brown bread,white wine,,,,,,,,,
mayonnaise,candy,rolls/buns,bottled beer,,,,,,,
tropical fruit,sugar,,,,,,,,,
frankfurter,ice cream,mustard,soda,,,,,,,
candy,candy,,,,,,,,,
salty snack,semi-finished bread,sliced cheese,,,,,,,,
beef,dessert,,,,,,,,,
red/blush wine,frozen meals,canned fruit,,,,,,,,
frankfurter,hard cheese,bottled beer,,,,,,,,
whole milk,sugar,,,,,,,,,
pastry,other vegetables,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
beef,roll products,root vegetables,chicken,waffles,male cosmetics,grapes,brown bread,,,
whole milk,margarine,,,,,,,,,
turkey,curd,sugar,,,,,,,,
root vegetables,other vegetables,frozen vegetables,,,,,,,,
soda,nut snack,,,,,,,,,
waffles,whole milk,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
sausage,butter,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
chicken,specialty chocolate,,,,,,,,,
margarine,cereals,,,,,,,,,
photo/film,pork,liquor,,,,,,,,
whole milk,pip fruit,,,,,,,,,
newspapers,whole milk,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
chicken,yogurt,,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
salty snack,pip fruit,photo/film,domestic eggs,rolls/buns,,,,,,
pork,other vegetables,,,,,,,,,
tropical fruit,shopping bags,hard cheese,,,,,,,,
pip fruit,yogurt,flour,rolls/buns,,,,,,,
soda,pasta,curd cheese,,,,,,,,
bottled water,berries,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
curd,dessert,cling film/bags,,,,,,,,
tropical fruit,coffee,,,,,,,,,
cream cheese,bottled water,,,,,,,,,
frankfurter,canned fish,beverages,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
semi-finished bread,flour,,,,,,,,,
pastry,margarine,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
coffee,dessert,,,,,,,,,
whole milk,pastry,,,,,,,,,
berries,margarine,,,,,,,,,
sausage,other vegetables,mayonnaise,seasonal products,,,,,,,
citrus fruit,cream cheese,,,,,,,,,
grapes,whole milk,frozen vegetables,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
whole milk,whole milk,citrus fruit,light bulbs,,,,,,,
whole milk,liquor,,,,,,,,,
pip fruit,whole milk,butter milk,yogurt,,,,,,,
shopping bags,root vegetables,sliced cheese,,,,,,,,
turkey,ham,whole milk,citrus fruit,pastry,soda,,,,,
whole milk,bottled water,honey,,,,,,,,
pastry,dish cleaner,,,,,,,,,
root vegetables,margarine,rolls/buns,,,,,,,,
white wine,canned vegetables,flour,,,,,,,,
chocolate,root vegetables,,,,,,,,,
citrus fruit,beef,tropical fruit,curd,,,,,,,
whole milk,soda,,,,,,,,,
newspapers,waffles,salty snack,,,,,,,,
tropical fruit,pip fruit,rolls/buns,,,,,,,,
white bread,bottled water,ready soups,curd,,,,,,,
yogurt,rolls/buns,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
sliced cheese,cat food,,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
other vegetables,herbs,,,,,,,,,
photo/film,bottled water,,,,,,,,,
pasta,soda,,,,,,,,,
soda,semi-finished bread,coffee,,,,,,,,
chicken,soups,bottled water,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
other vegetables,oil,,,,,,,,,
frozen fruits,dishes,,,,,,,,,
flower (seeds),sliced cheese,soups,,,,,,,,
ice cream,grapes,,,,,,,,,
beef,butter milk,,,,,,,,,
beef,pastry,candy,,,,,,,,
dessert,curd,,,,,,,,,
rolls/buns,detergent,,,,,,,,,
soda,citrus fruit,,,,,,,,,
newspapers,white bread,,,,,,,,,
salty snack,liquor,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
cream cheese,cream cheese,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
bottled beer,soda,bottled water,cat food,,,,,,,
sausage,rolls/buns,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
soda,bottled water,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
soda,other vegetables,,,,,,,,,
pastry,tropical fruit,citrus fruit,coffee,,,,,,,
shopping bags,skin care,,,,,,,,,
white bread,flour,,,,,,,,,
sausage,yogurt,,,,,,,,,
pork,rolls/buns,,,,,,,,,
other vegetables,soda,root vegetables,flower soil/fertilizer,meat,shopping bags,soda,processed cheese,,,
pork,other vegetables,shopping bags,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
soda,detergent,,,,,,,,,
fruit/vegetable juice,hard cheese,,,,,,,,,
sausage,beef,white wine,other vegetables,,,,,,,
coffee,berries,pickled vegetables,,,,,,,,
baking powder,beef,,,,,,,,,
soda,pastry,,,,,,,,,
sugar,butter milk,photo/film,,,,,,,,
meat,rolls/buns,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
soda,hygiene articles,,,,,,,,,
other vegetables,ice cream,,,,,,,,,
misc. beverages,processed cheese,,,,,,,,,
tropical fruit,newspapers,specialty chocolate,margarine,,,,,,,
newspapers,shopping bags,,,,,,,,,
whole milk,bottled water,,,,,,,,,
pork,soda,brandy,sausage,rolls/buns,whole milk,yogurt,frozen dessert,shopping bags,,
whole milk,canned beer,herbs,bottled beer,,,,,,,
curd,soda,,,,,,,,,
fruit/vegetable juice,meat,whole milk,root vegetables,frozen meals,,,,,,
sausage,chicken,whipped/sour cream,sparkling wine,,,,,,,
tropical fruit,frozen fish,soda,newspapers,,,,,,,
yogurt,tropical fruit,,,,,,,,,
soda,pastry,,,,,,,,,
sausage,beef,,,,,,,,,
soft cheese,soda,,,,,,,,,
finished products,yogurt,bottled beer,bottled water,,,,,,,
ham,rolls/buns,,,,,,,,,
beef,chicken,butter milk,canned beer,processed cheese,shopping bags,,,,,
yogurt,grapes,,,,,,,,,
pip fruit,butter,soda,,,,,,,,
tropical fruit,frozen fish,,,,,,,,,
soda,frozen meals,bottled beer,,,,,,,,
beverages,oil,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
root vegetables,yogurt,soda,shopping bags,oil,shopping bags,,,,,
other vegetables,brown bread,hard cheese,soda,roll products,newspapers,,,,,
fruit/vegetable juice,coffee,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
ham,butter milk,,,,,,,,,
chewing gum,pastry,pastry,,,,,,,,
frankfurter,white wine,,,,,,,,,
root vegetables,yogurt,pickled vegetables,,,,,,,,
canned beer,brown bread,,,,,,,,,
citrus fruit,sugar,,,,,,,,,
pork,whole milk,,,,,,,,,
pastry,soft cheese,,,,,,,,,
shopping bags,sparkling wine,,,,,,,,,
frozen dessert,berries,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
semi-finished bread,whole milk,mustard,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
whole milk,other vegetables,yogurt,newspapers,bottled water,pet care,,,,,
root vegetables,chocolate marshmallow,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
citrus fruit,berries,,,,,,,,,
domestic eggs,canned beer,bottled water,waffles,,,,,,,
curd,coffee,,,,,,,,,
whole milk,brown bread,,,,,,,,,
softener,salty snack,,,,,,,,,
canned beer,newspapers,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
meat,canned fish,brown bread,,,,,,,,
tropical fruit,root vegetables,Instant food products,,,,,,,,
rolls/buns,make up remover,,,,,,,,,
fish,specialty chocolate,,,,,,,,,
sausage,whole milk,,,,,,,,,
berries,herbs,,,,,,,,,
soda,grapes,,,,,,,,,
pastry,seasonal products,butter,bottled beer,,,,,,,
frankfurter,yogurt,,,,,,,,,
ready soups,pastry,,,,,,,,,
soda,sweet spreads,bottled beer,frozen meals,pasta,,,,,,
coffee,hamburger meat,,,,,,,,,
sausage,dessert,,,,,,,,,
cream cheese,whipped/sour cream,napkins,,,,,,,,
sugar,bottled water,cream cheese,,,,,,,,
pip fruit,margarine,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
beef,root vegetables,,,,,,,,,
beef,hamburger meat,,,,,,,,,
beef,tea,,,,,,,,,
coffee,pot plants,,,,,,,,,
citrus fruit,pot plants,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
white bread,jam,,,,,,,,,
curd,long life bakery product,,,,,,,,,
meat,coffee,,,,,,,,,
ham,newspapers,,,,,,,,,
brown bread,soda,butter,shopping bags,,,,,,,
yogurt,salty snack,,,,,,,,,
bottled water,cream cheese,,,,,,,,,
packaged fruit/vegetables,specialty cheese,margarine,margarine,,,,,,,
sausage,rolls/buns,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
dessert,whipped/sour cream,,,,,,,,,
canned beer,cooking chocolate,white bread,curd,mustard,chocolate,,,,,
pip fruit,cream cheese,,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
tidbits,other vegetables,,,,,,,,,
turkey,white bread,,,,,,,,,
pastry,sauces,,,,,,,,,
yogurt,margarine,,,,,,,,,
meat,salt,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
pork,beef,yogurt,,,,,,,,
sausage,sausage,pastry,bottled water,,,,,,,
other vegetables,specialty bar,,,,,,,,,
pork,whole milk,other vegetables,,,,,,,,
bottled beer,chocolate,,,,,,,,,
frozen meals,newspapers,,,,,,,,,
meat,curd,,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
margarine,fruit/vegetable juice,,,,,,,,,
bottled beer,other vegetables,root vegetables,cream cheese,waffles,rolls/buns,,,,,
popcorn,dishes,whole milk,,,,,,,,
beef,condensed milk,,,,,,,,,
ice cream,onions,,,,,,,,,
sausage,butter,,,,,,,,,
frankfurter,white bread,,,,,,,,,
white wine,domestic eggs,,,,,,,,,
butter milk,fruit/vegetable juice,,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
pip fruit,cling film/bags,yogurt,cat food,,,,,,,
candy,coffee,,,,,,,,,
soda,chocolate,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
dishes,bottled water,spread cheese,sugar,,,,,,,
tropical fruit,pickled vegetables,,,,,,,,,
whole milk,frozen dessert,popcorn,,,,,,,,
sausage,yogurt,,,,,,,,,
whole milk,white wine,,,,,,,,,
oil,margarine,,,,,,,,,
tropical fruit,onions,,,,,,,,,
sausage,whole milk,,,,,,,,,
condensed milk,shopping bags,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
tropical fruit,cat food,soda,,,,,,,,
butter,berries,,,,,,,,,
frozen vegetables,berries,whole milk,candy,,,,,,,
sausage,soda,,,,,,,,,
ice cream,bottled beer,brown bread,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
pastry,liqueur,,,,,,,,,
citrus fruit,soda,butter,hard cheese,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
chicken,flower (seeds),onions,rolls/buns,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
soda,misc. beverages,,,,,,,,,
semi-finished bread,white bread,,,,,,,,,
tropical fruit,white bread,butter,,,,,,,,
tropical fruit,other vegetables,hamburger meat,popcorn,female sanitary products,,,,,,
pork,pip fruit,,,,,,,,,
pork,sweet spreads,,,,,,,,,
newspapers,brown bread,,,,,,,,,
grapes,other vegetables,,,,,,,,,
frankfurter,citrus fruit,,,,,,,,,
domestic eggs,beef,coffee,bottled beer,,,,,,,
canned beer,ham,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
sausage,canned beer,frozen vegetables,detergent,,,,,,,
tropical fruit,other vegetables,berries,butter,,,,,,,
bottled beer,oil,whole milk,dishes,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
brown bread,whole milk,canned fish,brown bread,,,,,,,
root vegetables,root vegetables,frozen vegetables,,,,,,,,
yogurt,other vegetables,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
tidbits,cream cheese,,,,,,,,,
long life bakery product,brown bread,popcorn,,,,,,,,
meat,white bread,,,,,,,,,
curd,rice,other vegetables,canned fish,,,,,,,
canned beer,butter,margarine,domestic eggs,,,,,,,
root vegetables,sliced cheese,shopping bags,sliced cheese,,,,,,,
waffles,yogurt,,,,,,,,,
sugar,bottled water,,,,,,,,,
sausage,berries,rolls/buns,,,,,,,,
yogurt,roll products,,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
ice cream,white bread,whole milk,bottled water,,,,,,,
onions,frozen dessert,,,,,,,,,
newspapers,chewing gum,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
root vegetables,white bread,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
rolls/buns,soda,red/blush wine,,,,,,,,
butter milk,butter,,,,,,,,,
canned beer,white bread,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
domestic eggs,dessert,,,,,,,,,
citrus fruit,spread cheese,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
tropical fruit,whole milk,shopping bags,,,,,,,,
sausage,margarine,,,,,,,,,
pork,whole milk,,,,,,,,,
margarine,margarine,,,,,,,,,
bottled water,brown bread,,,,,,,,,
other vegetables,butter,,,,,,,,,
chicken,whole milk,rolls/buns,,,,,,,,
root vegetables,yogurt,whole milk,,,,,,,,
white bread,frozen vegetables,soda,,,,,,,,
pip fruit,skin care,,,,,,,,,
meat,butter,cleaner,misc. beverages,,,,,,,
butter,whole milk,,,,,,,,,
whole milk,pork,rolls/buns,,,,,,,,
pork,citrus fruit,chocolate marshmallow,white bread,whipped/sour cream,,,,,,
fruit/vegetable juice,whipped/sour cream,hygiene articles,,,,,,,,
tropical fruit,cling film/bags,,,,,,,,,
chocolate,whipped/sour cream,baking powder,frozen vegetables,,,,,,,
beverages,shopping bags,,,,,,,,,
bottled water,frankfurter,curd,butter milk,,,,,,,
whole milk,UHT-milk,canned beer,whole milk,coffee,house keeping products,other vegetables,pip fruit,,,
